dataset,seed,backbone,variant,n_tasks,AA,BWT,remembering_rate,CFI,clean_acc,clean_mcc,clean_f1,clean_bal_acc,sel_acc,sel_mcc,fgsm_acc,fgsm_mcc,fgsm_asr,pgd_acc,pgd_mcc,pgd_asr,square_acc,square_mcc,transfer_acc,transfer_mcc,epochs,epsilon,beta,ewc_lambda,status
TONIoT,13,aam_trans,cat,9,0.9066,0.1310,0.9106,-0.1473,0.8346666666666667,0.8169724395159873,0.8346063487702761,0.8312652436622916,0.8394654951491854,0.8214198400506514,0.65,0.6145023945453324,22.48402555910543,0.6426666666666667,0.6062745875584807,23.28274760383387,0.653,0.617403754666701,0.6923333333333334,0.6601281996140697,20,0.1,6.0,1000.0,ok
CICIoMT,21,aam_trans,cat,5,0.8676,0.1193,1.7342,-0.1237,0.8433333333333334,0.8136469695417179,0.8424242423294763,0.8433333333333334,0.8336946702800362,0.7944514503228831,0.5216666666666666,0.4349742282600154,40.355731225296445,0.47833333333333333,0.38325648641404964,45.573122529644266,0.48833333333333334,0.3933110624843938,0.4643333333333333,0.36650534226936854,20,0.1,6.0,1000.0,ok
TONIoT,21,aam_trans,cat,9,0.9005,0.0712,1.1539,-0.0756,0.825,0.8068235333178118,0.8243201190672073,0.8248762125157111,0.8211605345048508,0.8015717212066146,0.6143333333333333,0.5789182629272748,25.696969696969695,0.6126666666666667,0.5790005319227328,25.97979797979798,0.6206666666666667,0.5905738881087227,0.6573333333333333,0.6247165614146166,20,0.1,6.0,1000.0,ok
CICIoMT,42,aam_trans,cat,5,0.8680,-0.0874,0.9095,0.0745,0.8406666666666667,0.8106020801556224,0.8412434147348766,0.8406666666666668,0.8206865401987353,0.7801495956750074,0.538,0.4485697934250702,37.628865979381445,0.48833333333333334,0.389904983791018,43.85408406026963,0.472,0.3695263115299105,0.4563333333333333,0.35140475830216944,20,0.1,6.0,1000.0,ok
TONIoT,42,aam_trans,cat,9,0.9000,0.0545,1.1337,-0.0569,0.8136666666666666,0.7938138947364908,0.8137891604421598,0.8139215234745538,0.8142046494600037,0.7934290495372299,0.5796666666666667,0.5422222951547825,28.963539532978288,0.5713333333333334,0.5334420984847682,29.987709954936502,0.5806666666666667,0.5431910732506638,0.6783333333333333,0.6457804571930964,20,0.1,6.0,1000.0,ok
CICIoMT,1,aam_trans_no_gates,cat,5,0.8619,-0.0712,0.9288,0.0620,0.832,0.7998177872339911,0.8311639017430573,0.832,0.8443541102077687,0.8036615959780143,0.542,0.4618312134015467,36.29807692307692,0.533,0.4520098794235142,37.019230769230774,0.487,0.396174597242254,0.4703333333333333,0.3770634319413958,20,0.1,6.0,1000.0,ok
TONIoT,1,aam_trans_no_gates,cat,9,0.8939,0.1267,0.9053,-0.1441,0.8073333333333333,0.7877378467309263,0.8074308256153978,0.7981428894587747,0.827567270730368,0.8083129088544141,0.6553333333333333,0.6209191933117609,19.240297274979355,0.653,0.6180006235573009,19.322873658133773,0.636,0.6007703970300707,0.701,0.6708494046790816,20,0.1,6.0,1000.0,ok
CICIoMT,7,aam_trans_no_gates,cat,5,0.8316,-0.0926,0.9094,0.0818,0.802,0.7648156354499674,0.7956541927789881,0.802,0.7988256549232159,0.7486563945197939,0.4696666666666667,0.37055789812870715,43.391521197007485,0.44733333333333336,0.3438810637688218,46.21778886118038,0.44866666666666666,0.3462529185992629,0.45266666666666666,0.3524173213654994,20,0.1,6.0,1000.0,ok
TONIoT,7,aam_trans_no_gates,cat,9,0.8859,0.0588,1.1211,-0.0627,0.79,0.7719785549719393,0.7764758671395734,0.7898252389342942,0.794801391177009,0.776294276946348,0.6793333333333333,0.6504322722421939,14.261603375527427,0.6643333333333333,0.6335398576586121,16.160337552742615,0.6966666666666667,0.670947033314983,0.699,0.6728200028213942,20,0.1,6.0,1000.0,ok
CICIoMT,13,aam_trans_no_gates,cat,5,0.8647,0.0743,1.5914,-0.0738,0.849,0.8208948603282967,0.8474064706382085,0.8490000000000001,0.8329719963866306,0.7932877330236432,0.5016666666666667,0.41155132771960135,42.206517471535136,0.47,0.373655928730186,46.054181389870436,0.492,0.39958342510770617,0.475,0.3810609044454258,20,0.1,6.0,1000.0,ok
TONIoT,13,aam_trans_no_gates,cat,9,0.9002,0.1616,12.0024,-0.1898,0.8246666666666667,0.8065992754975306,0.824413795391995,0.8239170682866506,0.8252791506498262,0.8064028224105171,0.7026666666666667,0.6737294196809949,15.117219078415523,0.701,0.6716981629167617,15.278900565885206,0.7093333333333334,0.6809890992131186,0.7443333333333333,0.7187373674583054,20,0.1,6.0,1000.0,ok
CICIoMT,21,aam_trans_no_gates,cat,5,0.8611,0.0664,1.7426,-0.0657,0.8463333333333334,0.8173748675746362,0.8456079227733935,0.8463333333333334,0.8217705510388437,0.7817519059267212,0.4563333333333333,0.3532145822577567,47.69594328475778,0.44133333333333336,0.335500974021563,49.42890901929894,0.443,0.3373820730262814,0.454,0.35167633694713385,20,0.1,6.0,1000.0,ok
TONIoT,21,aam_trans_no_gates,cat,9,0.9063,0.0764,1.1720,-0.0810,0.827,0.8093262067977339,0.8265260071228508,0.8270040062385846,0.8262859234852645,0.8073293847127644,0.6176666666666667,0.5824830695506041,25.55421201128577,0.6196666666666667,0.5848002638248214,25.39298669891173,0.6286666666666667,0.5945710230146454,0.6856666666666666,0.6554068460892283,20,0.1,6.0,1000.0,ok
CICIoMT,42,aam_trans_no_gates,cat,5,0.8596,-0.0902,0.9128,0.0774,0.8346666666666667,0.8022137678843367,0.8344723602271197,0.8346666666666667,0.8181571815718157,0.7740655696778601,0.5363333333333333,0.4533246402633525,39.456869009584665,0.49966666666666665,0.4109936742786207,42.25239616613419,0.474,0.3768322426340411,0.463,0.3649715701037091,20,0.1,6.0,1000.0,ok
TONIoT,42,aam_trans_no_gates,cat,9,0.9031,0.0813,1.1622,-0.0870,0.8233333333333334,0.80449084033509,0.8226297160587731,0.825985349502792,0.8183232656049789,0.7980146005606447,0.6056666666666667,0.5687113389729558,26.680161943319835,0.5796666666666667,0.5415028349820383,29.838056680161944,0.582,0.5454921028234998,0.6766666666666666,0.6447185000157984,20,0.1,6.0,1000.0,ok
